id	lemma	sense_id	left	word	right	senses
1173	капот	1	автоматами и заорали во все глотки: -- Стоять! Выйти из автомобилей! Руки на	капот	!	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1174	капот	1	""" цвета слоновой кости отреставрировали на Горьковском автозаводе. Все внешние детали хромированы, на"	капоте	- знаменитый олень. Салон тоже обновили - теперь он кожаный. Коробку передач заменили на	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1175	капот	1	. Она останавливает другую машину и просит водителя помочь ей. Тот лезет под	капот	, дама интересуется: -- Ну как, большая поломка?	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1176	капот	1	рулем своей машины, грубо отказался выполнить требования постового милиционера, тот оказался на	капоте	движущейся бернесовской «Волги», и артист, рискуя каждую секунду сбросить его под колеса,	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1177	капот	1	соперничала в те годы со звездами на полосатом флаге. Она светилась на	капоте	купе Mercedes 280 SE. Принято считать, что современная мода родилась в 60-	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1178	капот	1	напоминает рамный Pajero Sport и даже чем-то Outlander позапрошлого поколения. Например, на	капоте	вновь выросла гора Фуджи в виде схематичного треугольника. Более того, в России	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1179	капот	1	руль и полуавтоматическая коробка передач! Еще мне нравилось смотреть, как водитель открывает	капот	"и роется там. Так я и не стал водителем ""ЛиАЗа""! Так что"	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1180	капот	1	если машина стоит на месте, кажется, что она оголтело несется вперед. Под	капотом	Range Rover Compact должен размещаться турбированный дизельный двигатель объемом 2,2 л.	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1181	капот	1	опершись на неё рукой , у неё было обречённое лицо . Андрей пытался открыть	капот	. Дождь поливал на славу . К актёрам подбежал Рапирский , замерил экспонометром лица	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1182	капот	1	время что-то стесняло. Другая песня — GTC с турбомонстром 1,6 л под	капотом	. Тут вам и тяга в широком диапазоне оборотов, и раскрепощенные ходы рукоятки	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1183	капот	1	встречается, прочность лакокрасочного покрытия и антикоррозионную обработку кузова автомобиля образцовыми назвать нельзя.	Капот	"покрывается сколами, места которых начинают ""цвести"", песок из-под передних колес сбивает краску"	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1184	капот	1	более двух минут: одна на двигатель и одна на коробку. Импотент под	капотом	Аккумулятор - это основа нормальной жизни в сильные морозы. Как правило, мы узнаем	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1185	капот	1	. Идет колонна через кишлак. В первой машине глохнет мотор. Водитель выходит, поднимает	капот	... Пацан, лет десяти, ему ножом -- в спину... Там, где сердце. Солдат лег	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1186	капот	1	бездорожье. Забор воздуха для мотора осуществляется из высоко размещенных отверстий по бокам	капота	, а на водных преградах сенсоры Wade Sensing еще и отслеживают уровень воды	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1187	капот	1	перебежали Суривонг. Машина круто пересекла улицу, выскочила на тротуар и, мягко клюнув	капотом	от резкого торможения, уперлась им в дверь лавки. Двое уже жали на	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1188	капот	1	проспекту проследовало траурное шествие: на открытой платформе грузовика с Черным квадратом на	капоте	был установлен супрематический саркофаг. Процессия направлялась к Московскому вокзалу; гроб с телом	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1189	капот	1	моделью свесы стали меньше, а колесная база увеличилась на 25 мм. Длинный	капот	теперь украшают продольные выштамповки, а от арки переднего колеса до края заднего	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1190	капот	1	увеличится на 30 мм и достигнет 180 мм. Моноприводные CrossPassat получат под	капот	бензиновые двигатели 1.4 TSI (122 л.с.), 1.8 TSI (160 л.с	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1191	капот	1	не было никаких проблем. Поворот ключа, и дизель вновь мерно тарахтит под	капотом	. Дальнейшее изучение работы трансмиссии приносило новые неожиданности. Так, передачи начинали переключаться с	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1192	капот	1	эти «дети цветов». О каком flower-power может идти речь, когда под	капотом	таится power агрегата из далекой экзотической Германии. Но прежде надо коснуться рукой,	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1193	капот	1	сон, тяжелый, нехороший. На 27-м километре Веня увидел впереди «Волгу» -- стоит,	капот	задран, а рядом -- у Вени больно екнуло сердце -- вчерашний представительный мужчина. Веня	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1194	капот	1	др. Для кузовных деталей, выходящих на лицевую поверхность, - таких, как панели дверей,	капота	, крылья, боковины, - применяются односторонне оцинкованные стали с покрытием, обращенным внутрь кузова. ВАЗ	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1195	капот	1	потом: -- К тому же это, в общем, другая машина. Капот не открывается. --	Капот	? -- переспросил Григорий Борисович. -- А я и не заметил. Колеса, думаю, на	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1196	капот	1	снос. Красные глаза А колеса сорвать в пробуксовку проще пареной репы. Под	капотом	у тестового Opel трудился новый 1,4-литровый бензиновый двигатель, вооруженный турбонаддувом.	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1197	капот	1	потенциально уязвимым, услышали взрыв. После этого осколок ударил по стеклу, а на	капоте	мы увидели следы от пуль и осколков. Машина, в которой я ехал,	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1198	капот	1	крохотного «Mini-Club» и зарычало. Я поднял голову и увидел, что на	капот	взгромоздилась самая настоящая львица и, разевая бездонную нежно-розовую пасть с жемчужными клыками,	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1199	капот	1	них помещались широкие колеса с шикарными дисками. Но главное - под днищем и	капотом	. Мощным бампером «Симбир» пробивает снежный отвал, теперь его колеса начинают укрощать снежную	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1200	капот	1	при старте со светофора от остального потока машин с традиционными двигателями под	капотом	. Если надо совершить обгон, никаких проблем: утапливаете педаль газа поглубже, и все	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1201	капот	1	, что легковые машины с трудом двигались. Мутной жижи было железным коням по	капот	. - Трасса эта принадлежит федеральному агентству «Автодор» и когда ее сотрудники ремонтировал магистраль	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1202	капот	1	(видеосюжет смотрите в ближайшее время на телеканале    «Комсомольская правда» в программе «Под	капотом	»). Прямые включения с    гонки смогли увидеть и услышать более 1,5 миллиона	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1203	капот	1	и не чихнула. А вот два «Москвича», взвизгнув колодками, чуть не влетели	капотами	в бетонные надолбы. Водители выскочили из машин оценить препятствие, посмотрели друг на	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1204	капот	1	, что в летнее время во время дождей очень много влаги попадает под	капот	. Сгореть мотор может и от простой перегрузки. По заводским нормам стекло должно	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1205	капот	1	Волги» потерял управление. Машина сбила ограждение и влетела в Яузу. «Волга» ударилась	капотом	в железобетонную конструкцию и медленно сползла в воду. Все произошло на глазах	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1206	капот	1	друга в передней части машины, снабдив их по стандартному радиатору с общим	капотом	. Коробки передач ЗИС-5 с синхронным управлением от одного рычага связали карданными	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1207	капот	1	голосовали. Тендряков, сидя за рулем собственной старенькой «Волги» (еще с оленем на	капоте	), остановился, предложил путникам сесть в кабину. Без слов довез до первой станции	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1208	капот	1	. Судя по всему, довоенный снимок. Мужчина в клетчатой рубашке возложил руку на	капот	автомобиля: «Мое!..» Хитровато-добродушное лицо, лысая голова, густые брови. Себе на уме	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1209	капот	1	машин получила повреждения заднего стекла, крыла и багажника, другая – левого крыла и	капота	. 67-я годовщина освобождения Крыма от гитлеровцев Сегодня, в день освобождения крымской	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1210	капот	1	свои изощренные эксперименты. Вся техническая начинка была практически полностью удалена. Место под	капотом	занял 6,2-литровый монстр разработки Brabus, имеющий двойную систему турбонаддува, благодаря	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1211	капот	1	да глаз и излишняя концентрация на тачскрине грозит неприятностями. Здоровое сердце Под	капотом	тестового Volkswagen Touareg спрятался самый мощный в линейке компании дизельный 4,2-	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1212	капот	1	серьезные, скрытые даже от внимательного взгляда под слоем металлика. Назовем здесь алюминиевый	капот	, благодаря чему машина стала легче, улучшенную развесовку по осям. Заново спроектирована панель	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1213	капот	1	и будет стоить на российском рынке предположительно около 70 тыс. долл. Под	капотом	нового Tribeca установлен увеличившийся в объеме с 3 до 3,6 л	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1214	капот	1	вместе с ним, неузнанное. Письмо двадцать шестое О маске, аккумуляторных моторах, длине	капота	мотора «испана-суиза», вообще о двигателях внутреннего сгорания и о том, что	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1215	капот	1	- вполне предсказуемый фаллический символ, - и Лолита то и дело оказывается на его	капоте	, сверкая обнаженными ножками. Чуть позже эти же ножки окажутся на символической койке,	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1216	капот	1	просторно, а крыша не давит на голову, как в Opel Astra. Под	капотом	у Citroen ставятся двигатели, совместно разработанные концернами Peugeot-Citroen и BMW. Этот	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1217	капот	1	одной машины оторвано зеркало, у другой стекла разбиты. Отпечаток чьего-то носа на	капоте	… Это некая новая религия, люди сродни религиозным фанатикам. Думаю, в какой-то мере	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1218	капот	1	Под	капотом	автомобиля были обнаружены газовый пистолет «МР 79-9ТМ» с четырьмя патронами и	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1219	капот	1	то и дело поглядывал на пылающий салон автомобиля. Огонь уже выбивался из-под	капота	. Когда одежда на мальчике была потушена, Кулаков бросился назад к автомобилю. В	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1220	капот	1	капроновая нить? А помните, Пётр Иванович, как мы с вами пили на	капоте	вашей старой машины «на коня» после какого-то дня рождения? На мне были	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1221	капот	1	из машины, сильным толчком правой руки пытался прислонить своего адъютанта спиной к	капоту	, в левой сжимал его автомат. А Касьянкин, сползая по капоту, корчась, старался	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1222	капот	1	. К нашему удивленью, он сразу сказал: «Сейчас поправим. Идите сюда...» Парень поднял	капот	и, обнажив радиатор, сказал: «Смотрите...» Радиатор был забит пчелами. В две минуты	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1223	капот	1	шлагбаум тут же поднялся, из открывшейся двери вышел сотрудник и попросил открыть	капот	. Изучал номер он не больше полминуты. «Через 10 дней приходите в направивший	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1224	капот	1	Стиллавин. На открытие они прибыли на автомобилях Volkswagen Golf с надписями на	капотах	«Здесь жжот Бачинский» и «Здесь жжот Стиллавин», сообщает «МК». Геннадий Бачинский родился	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1225	капот	1	дороги, примыкающем к горящим полям – видимость приблизилась к нулевой, проезжую часть дальше	капота	автомашины практически не видно, рассказывали автолюбители. С образовавшимися очагами возгораний боролись пожарные.	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1226	капот	1	, впервые в истории на рынке возник дефицит машины с иностранным шильдиком на	капоте	. Запись на Focus велась как минимум на полгода вперед, вспоминает один из	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1227	капот	1	замок и электростеклоподъемники, АBS, пара подушек безопасности спереди. Остальное придется «докупать».Под	капотом	, кроме двух вариантов бензиновых двигателей с равным объемом, но разной мощностью, может	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1228	капот	1	2008 году. Пришло время сделать «подтяжки». Теперь спереди «Сплэш» получил слегка закругленный	капот	и увеличенную    решетку радиатора, а также обзавелся новой стильной отделкой заднего    бампера.	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1229	капот	1	их «холодные» северные соседи из Германии и Великобритании. MiTo GTA имеет под	капотом	легкий и мощный двигатель от хэтчбека Lancia Delta объемом 1,8 л.	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1230	капот	1	должен делать только один качок, и без всяких стуков. Напоследок заглянем под	капот	. Если двигатель вымыт, то, возможно, хозяин пытался скрыть следы потеков. Если какая-нибудь	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1231	капот	1	металл. Передние крылья отштампуют из термопластика, двери сварят в аргоне из алюминия,	капот	поставят из карбона, а блок цилиндров отольют из магниевого сплава. Все это	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1232	капот	1	поклонников слалома и горных лыж. Для этого автомобиль получил соответствующий апгрейд под	капотом	, а также интерьера и экстерьера. «Это концепция экстремального спортивного купе для энтузиастов	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1233	капот	1	, бульдозеров, автокранов, пожарных и грузовых машин. Многие с уже раскуроченными двигателями, без	капотов	и дверей, лобовых стекол, фар и стоп-сигналов. Несмотря на огромную опасность для	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1234	капот	1	.В финале эта пара и отправляется в загс «расписываться», с куклой на	капоте	трактора. «Сказка про то, как туман друга	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1235	капот	1	автопрома хоть отбавляй. - Хочу сдать дедовскую копейку и приобрести новую легковушку, - поднимая	капот	новенького ВАЗа, говорит краснодарец Александр Сверкунов. - Я тут прикинул, наша «ласточка» потянет	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1236	капот	1	узкие ворота, сотрясая застоявшийся теплый воздух гулом мотора. Въехал, заглушил мотор, открыл	капот	и залез под него.	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1237	капот	1	пострадал, но BMW, который протаранила машина с мигалкой, получил значительные повреждения: из-под	капота	было видно двигатель. Свидетели ДТП утверждают, что перед тем как столкнуться с	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1238	капот	1	» Артема Маханека, сбившего в Екатеринбурге второклассницу, а потом скинувшего мертвое тело с	капота	, потрясла весь Средний Урал. Его искали несколько недель милиция и блогеры, пришлось	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1239	капот	1	"делала знаменитую ""этажерку"" и бегала в горящей одежде, а Лису привязали на"	капот	машины, и она на огромной скорости пробивала головой, закованной в шлем, горящий	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1240	капот	1	. Удар пришелся правой передней частью автомобиля, после чего машину с ребенком на	капоте	отбросило на движущуюся иномарку «Хундай». Мальчик получил травмы, несовместимые с жизнью. По	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1241	капот	1	, капризничала -- исключительно затем, чтобы я посреди грязной, ревущей улицы остановил ее, открыл	капот	и дернул какой-нибудь провод или шланг, пачкая колени и локти. Погладил по	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1242	капот	1	кнопки. У автомобиля примерно такие же фары, «натянутые» на верхнюю часть крыльев.	Капот	сильно наклонен вниз и практически не виден из салона машины, что позволяет	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1243	капот	1	обвес. Но не это, конечно, красит CLA 45 AMG, а расположенные под	капотом	двигатель, имеющий 360 л. с. и 450 Н•м пикового крутящего	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1244	капот	1	. В передней части машины появились хромированные жабры, а также дополнительные воздухозаборники на	капоте	. Сзади были установлены аэродинамический спойлер и четыре полированные выхлопные трубы. Автомобили теперь	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1245	капот	1	дотянулись до старейшего из выпускаемых серийных внедорожников. На радость будущим владельцам под	капот	Gelandewagen был установлен 12-цилиндровый 5,5-литровый V12 от Mercedes S600,	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1246	капот	1	нее кто-то лезет, а из-за того, что кошка решила погреться на теплом	капоте	, или кто-то ее просто случайно задел. Сам я очень не люблю, когда	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1247	капот	1	, что привело к значительному снижению веса, а следовательно, к улучшению управляемости. Под	капотом	автомобиля — бензиновый V-образный 8-цилиндровый мотор объемом 4,6 л, развивающий	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
1248	капот	1	, да и шум и газы проникают в салон сквозь зазоры по контуру	капота	. Вывод? Раз уж отказались от капота перед кабиной, отказаться от него вовсе!	1 - Откидная покрышка у различных механизмов, предохраняющая их от пыли, сырости и т.п.; 2 - Женское домашнее платье свободного покроя; домашний халат
