INPUT:id	INPUT:left	INPUT:lemma	INPUT:right	INPUT:senses	INPUT:word	OUTPUT:sense_id	CONFIDENCE:sense_id	OUTPUT:activity	GOLDEN:sense_id	
317	Михаил, усаживая Патапа Максимыча в широкое мягкое кресло, обитое черною юфтью, изукрашенное	гвоздика	с круглыми медными шляпками. -- Разливай, отец Спиридоний.... Да что это лампадки-то		гвоздиками	1	99.92%			
400	Сбитень суздальский 150 г мёда, 150 г сахара, по 5 г	гвоздика	, корицы, имбиря, кардамона, лаврового листа, 1 л воды. В кипячёную воду добавить		гвоздики	2	99.99%			
444	себе дороги через пески. Не помню, кто сказал: «гений -- это прилежание». Явная	гипербола	, конечно. Куда как прилежен был Сальери, ведь вот даже музыку он разъял,		гипербола	1	99.99%			
1335	вниз и скрылись за тенью пристена. Потом быстро раскинули лаву и в	карьер	понеслись в гору. Черкесы стали стрелять -- им отвечали мощным гиком. Стрельба становилась		карьер	2	99.55%			
771	-то и запасся Дмитрий Павлович американскими удочками, электронасосом и банкой каких-то отвратительных	гусеница	, очень дорогих, про которых в рекламе сказано, что рыбы от них без		гусениц	1	99.96%			
2190	семейной вечеринке Сапункова, куда его заманили, не только отказался выпить предложенную ему	стопка	, но разбил посудину с вишневой наливкой и, заматерившись, ушел, чем испортил праздничное		стопку	2	99.99%			
1894	книге все персонажи реальны: обыкновенные с виду люди, простые буржуа, сверкающие звезды	рок	и попа, скромные инженеры, претенциозные модели, живущие вокруг нас на первый взгляд		рока	2	99.99%			
2130	посудой. В блюдах горками лежали красные помидоры, между ними на тарелках возвышались	стопка	толстых ломтей белого хлеба, отдельными кучками, там и сям, были разбросаны золотистые		стопки	1	99.96%			
389	любит Ольга. Боялась попасть впросак, принеся ей многозначительные ирисы или политически опороченные	гвоздика	. Ромашки. Белые, но смелые. Не полевые, а из Голландии. Таким был мой		гвоздики	1	99.99%			
1924	. Приняв асану лотоса и впав в прострацию, старик сосредоточился на почитании священного	слог	«ОМ», дабы защитить все живое от надвигающейся темноты и вреда, который несут		слога	1	98.61%			
1423	в «Страстях Алиевых». На вытянутых руках он нес платье, как жертву божеству,	кок	его уже был смазан квасом и завит. Удивительно глупая улыбка явилась перед		кок	1	99.99%			
2127	тех, кого эти игры не удовлетворяли, на круглом столике, в углу, лежала	стопка	карточек «цветочного флирта». Соседка Павла, назвавшая себя Мурой, девушка лет шестнадцати, кокетничая		стопка	1	99.96%			
1554	Нобелевской премии этого года в каждой из номинаций составила 10 миллионов шведских	крона	(около одного миллиона евро). Эти деньги многие из лауреатов этого года поделили		крон	2	99.98%			
1538	начинается широкая крона, а так как деревья все одного возраста, то и	крона	у них начинаются на одинаковой высоте. Неба в этом лесу нет. Его		кроны	1	99.99%			
951	мыло»). Оно появилось в Европе, куда домино завез венецианец Марко Поло. Название «	домино	» произошло от сочетания белого и черного цветов. «Домино» - французское слово. Так называли		домино	2	99.98%			
903	два пассажира. На столах лежали газеты, журналы, а также шахматы, шашки, лото,	домино	и другие настольные игры. На стенах между окнами были нарисованы красивые картины,		домино	2	99.99%			
571	куполом вздымается над водой пунцовое пузо. Накрахмаленный усач смотрит из-за скалы на	гипербола	в купальном костюме. Та же гипербола в других положениях, поцелуй на закате,		гиперболу	1	99.49%			
489	, должны были соответствовать определенным правилам и приемам изложения -- общелитературным (например, использование тропов --	гипербола	, метафор и проч.) и специфичным для данного вида литературных произведений или текстов		гипербол	1	99.99%			
1714	- Это было мое окно. Когда я болел, я сидел на подоконнике, ел	мандарин	и бросал кожуру в форточку. -- Да... -- думая о чем-то своем, уронил		мандарины	1	99.99%			
636	одним решительным словом: не будет; едва только он это произнес, и уже	град	выговоров, браней, а может быть и щелчков, готовился посыпаться на его голову		град	2	99.99%			
1424	патлы. Самым известным стилягой был Хасик Коган -- высокие каблуки, голубые брюки, огромный	кок	. Нес он свой кок бережно, чтоб не упал. Всех, кто ехал в		кок	1	99.98%			
625	лапы, Егор Егорыч бросился в открытую церковную дверь, чтобы укрыться от сыпучего	град	этих враждебных, колких восклицаний. -- Прохвост! -- звонко раздалось ему в спину. В		града	2	96.85%			
1007	людей града Петербурга. В давно прошедшие годы литераторы так же собирались по «	кабачок	» и весело проводили время. Припоминаю время поэтов Ситцевых, подражателей Барковых (Суворин в		кабачкам	1	99.96%			
1496	, когда мы его везли (километров 18 до Суздаля), занимало всю дорогу своей	крона	. Они поставили его перед колокольной ямой, немножечко обрубили, прочистили, и вдруг Андрей		кроной	1	100.00%		1	
239	Коми, известно всем рыбакам. Здесь водятся такие хариусы и налимы, что и	байка	рыбацкие придумывать не надо. Экземпляры длиной в человеческую руку точно попадаются. Наведывались		байки	2	99.99%			
795	заревело вдруг в нем что-то. -- И помогите лучше мне тащить в муравейник	гусеница	, которая раз в десять тяжелее меня!.. -- Писать вам ответ по всей форме		гусеницу	1	99.99%			
653	есть в тексте очень красивая секунда)... «Брат от брата укрепляем, яко	град	непоколебим». По четвергам в доме отца Анатолия собирались обычно и отец Сергий		град	3	98.98%			
251	""" не ограничился традиционными для человека его профессии кино- и театральными историями и"	байка	. Помимо рассказов о Михаиле Яншине, Марчелло Мастроянни и других знаменитостях в книге		байками	2	99.99%			
770	них (ос) развились в высшей степени замечательные инстинкты. Подобным же образом привязаны	гусеница	бабочек к определенным растениям. Вследствие этого изменение состава фауны и флоры должно		гусеницы	1	99.99%			
209	можно было юбилей мастера русской сцены Андрея Миронова превращать в пересказывание сомнительных	байка	о нем? Когда, простите, актрисы не первой свежести раздеваются, носятся по сцене		баек	2	99.99%			
1598	в седло, а Мыльников занес уже половину своего пьяного тела на лошадиный	круп	, но вернулся, отвел в сторону Акинфия Назарыча и таинственно проговорил: -- Уж я		круп	1	99.91%			
2261	эмали покрылось жемчужным бисером, кристаллы марганца, блеснув с горлышка пузырька, замутились в	таз	вспышками астр. Разбавила холодной. Подвела, засучила штанины, подтолкнула, и он шагнул ребенком		тазу	1	99.98%			
2557	позади и по сторонам. Но Пешкин духом не пал. -- Ни мат, ни	шах	, а вода в ушах. Ну и положеньице, -- бодро произнес он, глядя на		шах	2	99.99%			
2345	коронных чиновников и их слуг, платят по 6 шиллингов в год подати.	такса	обложены также домы, экипажи, лошади, хлеб, вода, рынки, аукционы, вина. Все публичные		Таксой	1	99.99%			
148	проблема, к сожалению, все еще далека от разрешения. Успешные политические и законодательные	акция	необходимы, но недостаточны. Если взрывы продолжаются, значит, в главном - в экономике, социальной		акции	2	99.98%			
689	вне методологической раздельности культурных проспектов современности. В этом смысле они ищут своего	град	по всей культурной земле. Но тип современного города -- тот же: в Мельбурне,		града	3	99.82%			
1086	Бахуса хорошо знали в Париже, на углу улиц Сент-Оноре и Дюшантр,	кабачок	под вывеской «Au roi d'Ivetot». Ивето -- французский город в Нормандии. В		кабачок	1	99.99%			
1798	"же желание. На всех записочках было написано одно и то же: ""Пусть"	мандарин	"не берут взяток!"" -- Исполнилось ли это желание? -- спросил Юн-Хо-Зан. -"		мандарины	2	99.98%			
779	вытащил из шахты... веревочную лестницу. Работа Думчева?! «В этой стране, где	гусеница	плетут сверхкрепкие нитки и веревки, не надо удивляться, если человек сплетет веревочную		гусеницы	1	99.99%			
2197	поутру тарелку наваристой ухи, в которую добавлена стопка водки. Еще одну-три	стопка	можно принять в себя отдельно от рыбного супа. Чем гуще и наваристее		стопки	2	99.99%			
1603	Мальчик взглядом на это надеется. Но он только похлопал его по влажному	круп	, машинально проверил застежку путлища и, отвечая на его укоризненный взгляд, виновато пожал		крупу	1	99.99%			
911	, возмужал, а они со своей бессильной дружбой-враждой, с неистребимой страстью к	домино	и жестокой болезнью, с затаенной обидой на мир, который отнесся к ним		домино	2	99.98%			
699	называют чешской Венецией. Чтобы не толочься в толпе туристов, бредущих к Пражскому	град	, сверните от улицы Неруды в маленькие переулки, малолюдные и живописные. Мост на		Граду	3	99.97%			
534	как только тележурналист говорит в эфире про грузинского «идиота-президента» (это не	гипербола	), народ попроще считывает: «Уже можно. Началось!» И в непрозрачной воде национализма каждый		гипербола	1	99.99%			
671	других. Они на виселицу готовы пойти ради правды, но и не взыскующих	град	готовы на ту же виселицу отправить. К счастью, болезнь правдолюбия чаще не		града	3	62.68%			
684	. Так, например, однажды он рассказал им, каким образом приходил к нему во	град	Смирно-Ливанскием ангел Фиотирской церкви и поведал рабу своему Фоме, что дураковы		граде	3	99.94%			
2001	он тушью, -- красоты неописанной и четкий, как самая крупная печать. А потом --	слог	. Делал он письмами чудеса. Известно, например, что духовную особу нет никакой возможности		слог	2	99.99%			
1004	было невозможно, да и кредита, необходимого для торговли, не могло быть. Прикрыв	кабачок	, он поселился в деревне у родственников и жил, как Фролченок, со дня		кабачок	1	99.99%			
1521	-таксационная характеристика представлена в табл. 1. У 150-200 деревьев оценивали поврежденность	крона	по существующей шкале [2]. При определении категории жизненного состояния древостоя в целом		кроны	1	99.99%			
1067	начал он, обращаясь к Калиновичу. -- Не хотите ли со мною отобедать в	кабачок	, а после съездим к mademoiselle Полине. Она живет на даче за Петергофом --		кабачке	1	99.92%			
1666	солнцу , и мы ещё некоторое время видели его прямую спину над рыжим	круп	лошади . А потом лошадь и всадник превратились в один стройный неразделимый силуэт		крупом	1	99.98%			
1776	: кондитеры зарабатывают свои рубли на больших объемах продаж. А вот апельсины и	мандарин	в декабре начнут «кусаться». Ближе к праздникам народ просто сметает цитрусовые с		мандарины	1	99.99%			
2009	ты -- южанин. Есть даже нечто трогательное в этом сближении, и, выражаясь высоким	слог	, можно определить настоящий момент следующей формулой: в недрах «Федосьиных покровов», у кипящего		слогом	2	99.99%			
1373	легче будет, когда руда пойдет. Мне вот дружок из-под Курска, с Михайловского	карьер	, пишет: сразу легче стало, как пошла руда. И кино, и артисты, и		карьера	2	99.99%			
957	- В	домино	с Брежневым Юрий Владимирович не играл? - С Леонидом Ильичом не играл, но		домино	2	99.96%			
1524	, железа и мазута, добавить немного хвои и мхов, немного ровного гула в	крона	, чуть -- скрипа кузнечика и скрипа сухой сосны, малость мерного хруста гравия под		кронах	1	99.99%			
1302	, она взвивается на дыбы, круто на задних ногах делает поворот и полным	карьер	несется назад в конюшню. Теме, каким-то чудом удержавшемуся при этом маневре, некогда		карьером	1	99.98%			
2280	, цены на сало нет никакой! Получил старый-то Аржанов депеш, взял медный	таз	, вышел в прихожую горницу, встал на колени да, наклоня голову-то над		таз	1	99.99%			
1434	кусочка на человека... Если заканчивались продукты, питались моллюсками, служившими наживкой для краба.	кок	я отработал пять месяцев, потом еще четыре месяца - матросом. Меня не отпускали		Коком	2	99.98%			
601	, и он бросил «Москву». «Я сидел на кровати, и холодный пот	град	стекал с меня. Это был ужасный сон!» – пожаловался Миодраг… Но я думаю		градом	2	99.99%			
2542	посла Урусамбека с русским государем и его отцом - Святейшим Патриархом Филаретом. Посланец	шах	"низко поклонился царю, после чего, как гласит летопись, поднес ему ""украшенный драгоценными"		шаха	1	99.99%			
111	: на этом рынке всегда есть риск потерять все. И второе, вложения в	акция	должны быть долгосрочными. Если раньше купить акцию Сбербанка можно было только через		акции	1	99.95%			
150	"на своих плечах все ужасы и тяготы минувшей войны"", - добавил собеседник агентства."	акция	"""Георгиевская ленточка"" была задумана и осуществлена РИА Новости и ""Студенческой общиной"" в"		Акция	2	99.99%			
700	повелителя. Протекли дни пиршеств обычных, Любослав оставил веселые чертоги Миродаровы, потек ко	град	отеческому и с кроткою, прелестною супругою воссел на престоле отцов своих. Явился		граду	3	99.98%			
35	авто по миру. Госн стал генеральным директором компании Renault, которая владеет 44%	акция	Nissan, в 2005 году, сменив на этом посту Луиса Швейцера.Гендиректор Renault		акций	1	99.89%			
1703	Грузия, пока цеплялась за Америку? В советские времена аджарский крестьянин, продав урожай	мандарин	", мог купить ""Волгу"" или построить дом. А что ему делать сегодня? В"		мандаринов	1	99.99%			
1733	поста проедет грузовик с таким-то номером, в гравий которого зарыты ящики с	мандарин	. И сразу кладу трубку. Доезжаю до поста. Вижу, он уже стоит и		мандаринами	1	99.96%			
1063	. К тому времени твист в «Пепперминте» исполнялся как аттракцион, и вход в	кабачок	был явно по повышенным ценам. Мы вошли, чинно сели за столик. И		кабачок	1	99.99%			
2526	живет Мухаммед-воин! Да здравствует хорезм-шах, победитель неверных! -- кричала толпа, пропуская	шах	и его нарядных телохранителей-кипчаков. -- Ты один наша лучшая защита! 4. Защита		шаха	1	99.98%			
495	. Золотистая туманность, -- голова неведомой кометы и ее след -- потоки метеоритов -- уносились по	гипербола	-- безнадежной кривой, чтобы, обогнув солнце, снова исчезнуть в пространствах. Кривая полета аппарата		гиперболе	2	100.00%		2	
455	самые законы планеты ложь и диаволов водевиль». Гипотезы, вознесенные в безумии до	гипербола	! Первый сон Раскольникова непереносим для чтения. Достоевский хватает тебя за глотку, вышибает		гипербол	1	99.99%			
156	даже выражения «половая ориентация» еще не знали. Давненько я уже не слышала	байка	про противогаз и розу, видимо, все-таки нашим стыдливым и безбашенным мачо стало		байки	2	99.99%			
73	неплохие темпы роста и высокая рентабельность». Все это, по мнению аналитика, делает	акция	компании привлекательными в глазах инвесторов. Однако, с другой стороны, считает г-жа Кнунянц,		акции	1	99.99%			
152	побежал в магазин и купил спортивный костюм: куртку и шаровары из плотной	байка	темно-бордового цвета, которые сразу заменили мне всю верхнюю одежду. Теперь я подумал,		байки	1	99.92%			
499	ты понимаешь, как ты уже чувствуешь, никакого преувеличения в повествовании нет, никакой	гипербола	, все это -- на самом деле. И вот в этом знаменитом племени землепашцев,		гиперболы	1	99.96%			
1170	капота повалил густой дым. - Я тут же остановил машину. Начал было открывать	капот	, а оттуда на меня пламенем полыхнуло, - обреченно наблюдая, как догорает его работа,		капот	1	99.99%			
348	предприятия, а женщины от презентов просто млеют. Постарайтесь придумать что-нибудь пооригинальнее, чем	гвоздика	8 Марта или страшенная фигурка того животного, чей Новый год наступает. Пусть		гвоздики	1	99.98%			
562	спокойно продолжал: -- Но мы летим к Луне не по прямой, а по	гипербола	, по кривой. Счетные электронные машины говорят мне, что путь нашей ракеты равен		гиперболе	2	99.99%			
1200	при старте со светофора от остального потока машин с традиционными двигателями под	капот	. Если надо совершить обгон, никаких проблем: утапливаете педаль газа поглубже, и все		капотом	1	99.98%			
75	Предельно оптимистическая оценка всего банка — $73 млн (один капитал), соответственно цена 10%	акция	банка — $7,3 млн, — говорит Осадчий. — Даже Сбербанк оценивается сейчас всего		акций	1	99.99%			
1511	способ сушки древесины. Исследуя движение соков в стволе, Захаров обратил внимание, что	крона	обладает способностью всасывать влагу и испарять ее в воздух. В летний период		крона	1	99.98%			
1869	""" делают то же самое. Тем более что сама Бритни любит и слушает"	рок	", а ее шоу ""Circus Starring"" далеко не похоже на обычное попсовое представление"""		рок	2	99.99%			
2025	... А то у меня и слог теперь формируется... Ах, родная моя, что	слог	! Ведь вот я теперь и не знаю, что это я пишу, никак		слог	2	97.00%			
68	по дорожной дисциплине родителей.  А вот водители остаются как бы безнад-зорными.	акция	"""Осторожно, на дороге дети!"", которые сейчас проходят повсюду, вряд ли в корне"		Акции	2	99.92%			
2026	над этими текстами — они должны были быть изящными: «Тут я особенно ценила	слог	». Она обладала каким–то уникальным даром чтения стихов с эстрады. И это		слог	2	99.99%			
1034	. Малиновский спросил: -- А где та красивая молодая женщина, которая работала в местном	кабачок	? Кто-то сказал: -- Смотри-ка, помнит, а женщины давно нет -- уехала куда-то. Хрущев		кабачке	1	99.99%			
921	и в госпитале говорили, зал был такой для ходячих, с шахматами и	домино	, и вот таким громадным Шестериков его себе и представлял, этот «холл», который		домино	2	99.96%			
438	вымытую, ошпаренную бруснику, нарезанные дольками яблоки и немного сахарного песка. Добавить немного	гвоздика	и апельсиновых корок. Все это постепенно залить небольшим количеством кипящего сиропа (на		гвоздики	2	99.99%			
935	выше носа -- не до того... А вышел на пенсию, -- что делать, в	домино	играть?.. Я бы тому, кто домино придумал, на памятнике написал: «Изобретателю наилучшего		домино	2	99.99%			
128	торгов участники рынка видят «Северсталь-авто». «Если «Северсталь-авто» выкупит государственные	акция	, то она получит супермажоритарный пакет (свыше 75% обыкновенных акций) и таким образом		акции	1	99.99%			
124	получали, поэтому предпринимать какие-либо действия не могут. «Мы в любом случае обменяем	акция	«Вены», «Пикры» и «Ярпива» на акции «Балтики». До конца года консолидация состоится		акции	1	99.99%			
259	, как одна тетенька злодея буквально за член в милицию привела. Может, и	байка	. Но, как неоднократно замужняя женщина, вношу поправку: брать лучше за мошонку, в		байка	2	99.98%			
48	предложила Deutsche Telekom продать за 3,2 млрд долл. 49-процентный пакет	акция	польского сотового оператора PTC, обслуживающего 10 млн абонентов. От дальнейших комментариев г-н		акций	1	99.98%			
1305	, приобретя почти современный нам вид. Пикард берет, что называется, «с места в	карьер	» – первая глава посвящена городскому смраду. В 1842 году в британской столице было		карьер	1	99.98%			
1548	Oil на NASDAQ OMX упали на 3,1%, до 51,6 шведской	крона	. С начала года они подешевели на 58% (см. график). Столичное правительство		кроны	2	99.96%			
2378	: гриф «секретно» на «милицейских» уголовных делах, антикризисные меры екатеринбургского «дна» – попрошайки повышают	такса	и многое другое не менее интересное. Из администрации президента уволили куратора уральских		таксу	1	99.97%			
1224	Стиллавин. На открытие они прибыли на автомобилях Volkswagen Golf с надписями на	капот	«Здесь жжот Бачинский» и «Здесь жжот Стиллавин», сообщает «МК». Геннадий Бачинский родился		капотах	1	99.99%			
2108	повторил: -- Они просили... -- Ступай! Стой! Закрыть окно! Курьер положил на стол пухлую	стопка	серых и сырых листков, тиснутых на корректурном станке. Закрыв окно, курьер на		стопку	1	99.95%			
1749	потому, что каждому овощу свое время. Мимоза -- одно время, помидор -- другое, а	мандарин	-- они вообще сами по себе! -- Вы бы на поезде ездили, -- посоветовал Деточкин		мандарины	1	99.99%			
2447	Длинношерстную	такса	по имени Рембрандт, проживающую в московском Тушине, пора номинировать на премию имени		таксу	2	99.97%			
728	неоднократно. Опрыскав раз, обязательно повторите процедуру через две недели. При массовом размножении	гусеница	плодожорки применяйте опрыскивание энтобактерином или дендробациллином. Если до опрыскивания еще не дошли		гусениц	1	99.99%			
1272	А сам авто, стоимость которого свыше 11 млн. рублей, лишь помял слегка	капот	. Этот суперкар мощностью в 483 л/с и способностью разогнаться до 100		капот	1	99.99%			
2131	край стола и, постелив газету, раскладывал на ней тетради и записные книжки,	стопка	линованной бумаги, ставил большую консервную банку -- пепельницу -- и вдвигался в стол вместе		стопку	1	99.94%			
403	ложке каждого), тушите 3 минуты, потом положите три горошины перца, одну палочку	гвоздика	, кусочек лаврового листа, чайную ложку соли, 2 чашки сухого красного или белого		гвоздики	2	99.99%			
330	фирма P.Kooij & Zonen B.V. Необычный цвет эксклюзивной	гвоздика	«Primero Mango» трудно описать -- смесь мягких оттенков зеленовато-желтого, лососевого, палево-зеленого и		гвоздики	1	99.99%			
1972	меня сестра замужем за русским писателем. Ан-то-хин,-- добавил он по	слог	. -- Не знаете его? -- Знаю,-- кивнул я. И тут эфиопский принц, совсем		слогам	1	99.98%			
114	, начисленных на количество акций: чем больше баллов, тем больше мест. За 5%	акция	РТС можно получить одно место в НРД и Фондовой бирже, либо одно		акций	1	99.99%			
1208	. Судя по всему, довоенный снимок. Мужчина в клетчатой рубашке возложил руку на	капот	автомобиля: «Мое!..» Хитровато-добродушное лицо, лысая голова, густые брови. Себе на уме		капот	1	99.97%			
1672	день, пятый, -- сказала мать и сухими глазами глубоко посмотрела на меня. -- Дифтерийный	круп	, -- сквозь зубы сказал я фельдшеру, а матери сказал: -- Ты о чем думала?		круп	2	99.60%			
157	, Ольгу Грозную, а также многих других известных персонажей. Мы решили опубликовать некоторые	байка	. А заодно и попросили прокомментировать появление книги ее главных героинь. Грозная, сидя		байки	2	99.98%			
1858	, что в проблемах виноваты не только они. Это правильный ход», - уверен он.	рок	и джаз «Альянс»/«Звездные воины» В течение одного вечера можно услышать две		Рок	2	99.99%			
2344	, при помощи которого публике можно будет телеграфировать на находящиеся на море суда.	такса	назначена в шесть копеек за слово. Архангельск, 10 марта. Онежский мировой судья		Такса	1	99.97%			
53	на госпакет «Апатита» всегда считался холдинг «Фосагро», который уже контролирует более 75%	акция	комбината. «Фосагро» уже предупредил потенциальных партнеров, что их ждет. «При приватизации		акций	1	99.99%			
246	обсмеял каждую: «Да нет же, все не так было». И выдал правду.	байка	по сравнению с ней померкли. Как Колькин... ...решил стать участковым... Вообще-то		Байки	2	99.98%			
202	на площади около семи вечера, — говорит шахтер „Распадской“ Александр Л. — Потом запустили	байка	, что среди нас были уголовники. Ерунда это все — рядом стояли только знакомые»		байку	2	99.99%			
1092	: 500 г кабачков, 1 помидор, 1 луковица, зелень петрушки, укропа, соль. Очищенные	кабачок	нарежьте кружочками толщиной 1 см, посолите, обжарьте с обеих сторон. Отдельно обжарьте		кабачки	3	99.96%			
1071	животрепещущие новости; действительно, несмотря на то, что я получаю две газеты, в	кабачок	я всегда узнаю что-нибудь новое. В кабачок, во-первых, приходят народные слухи, которые		кабачке	1	99.99%			
1544	выкупа акций WSR с 2009 года по фиксированной цене 6,21 шведской	крона	. В результате сделки НК «Альянс» станет 100-процентной «дочкой» WSR, а контролирующая «		кроны	2	99.99%			
1803	богдыхан тысячу раз прав, и громко восславили его мудрость. Только один старый	мандарин	Тун-Ли-Чи-Сан поднял вверх указательные пальцы обеих рук в знак		мандарин	2	99.99%			
2041	различия звания, собственно значит «мастер» (подобно как во Франции поныне, в судебном	слог	, адвокатов и нотариусов называют таitre). Из мусульман оно в Египте дается, сколько		слоге	2	99.99%			
1192	эти «дети цветов». О каком flower-power может идти речь, когда под	капот	таится power агрегата из далекой экзотической Германии. Но прежде надо коснуться рукой,		капотом	1	99.98%			
1298	уже совсем наскочили на него, он пустил свою лошадь в карьер, на	карьер	прыгнул в седло и прискакал к своим. Пока корнет Кутейников со взводом		карьере	1	95.09%			
1971	случаях где по русски или по сербски имеешь отражения ѣ в открытом	слог	перед носовой, это ѣ либо из oi (мѣна, сѣно, сѣнь), либо перед		слоге	1	99.98%			
643	лучшим снайпером. Нынешний сезон должен дать ответ на важнейший вопрос — был ли	град	шайб в сезоне-2013 разовым всплеском или «Александр Великий» действительно вернулся на		град	2	99.81%			
2332	исследование, которое мы проводим во время операции, выявляет состояние всех органов малого	таз	. Не ускользнет от внимания даже крохотная - меньше миллиметра - опухоль, которая обычному взору		таза	2	99.99%			
121	– буддистская святыня на горе Путо в    провинции Чжэцзян объявила о планах выпустить	акция	и выйти с ними на    биржу, то есть стать коммерческой фирмой. О		акции	1	99.99%			
1529	тот день он снова увидел людей. Взобравшись на бук и укрывшись в	крона	, он переждал, пока тройка охотников покажется вдали, минует этот участок леса и		кроне	1	99.96%			
2450	докторшу. Ветер качал безрукую сосну и прицепившееся к ней звездное небо. 6	такса	бежала впереди. Ее крутой задок управлял движением выпускного и стремительного тельца. Сестра		Такса	2	99.97%			
991	"недели, мне нужно снимать новые выпуски шоу"". Елена Ханга, ведущая программы ""Принцип"	домино	""" (НТВ): Судя по передачам, Опра Уинфри - объективный, искренний человек, и ее справедливость"		домино	2	99.99%			
2234	идут в глубь барака; в коридоре темно, грязно, он наступает ногою в	таз	, полный окурков... -- Извините... -- Нет, это вы меня... ...Но зато дальше комната --		таз	1	99.97%			
1464	Листья ярко-зеленые. Цветки белые. «Alba Carlton» -- высота 25 см, диаметр 45 см.	крона	почти округлая, ветви широковосходящие. Листья темно-зеленые. Цветки серебристо-белые.		Крона	1	99.99%			
472	. Поэт использует для усиления сатирического эффекта фантастику, сарказм, фарсовые ситуации, речевые алогизмы,	гипербола	. 23 сентября 1929 года Маяковский читал пьесу на заседании Художественно-политического совета		гиперболы	1	99.97%			
888	конферанс. Зрителей будут вытаскивать на арену: одни станут моделями для картин клоуна	домино	, вторые и третьи превратятся в живые музыкальные инструменты. Кого-то заставят поцеловать женщину,		Домино	1	99.98%			
1812	замерзших. Япония. Шанхай. Опубликован императорский указ, в котором высказывается строгое порицание влиятельнейшим	мандарин	Чанг-Пейши и Танг-Шаои за протекцию, оказываемую ими своим друзьям при		мандаринам	2	99.98%			
635	Михайловского, Писарева и Чернышевского в темы «сегодня»; не вылезал из нужды; под	град	ударов бился за право окончить медицинский факультет и уехать в деревню: служить		градом	2	99.99%			
